symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
AUROPHARMA,INE406A01037,27/06/23,BSE,EQ,A,sell,FALSE,7,717.4,3058400,1.68785E+18,2023-06-27T15:27:23
CHOLAFIN,INE121A01024,28/06/23,NSE,EQ,EQ,sell,FALSE,200,1115.5,3207969,1E+15,2023-06-28T13:38:29
GLENMARK,INE935A01035,28/06/23,BSE,EQ,A,sell,FALSE,150,670.5,2647900,1.68794E+18,2023-06-28T14:01:27
INTELLECT,INE306R01017,30/06/23,BSE,EQ,A,sell,FALSE,220,638,1297700,1.6881E+18,2023-06-30T09:59:36
TATAPOWER,INE245A01021,30/06/23,BSE,EQ,A,sell,FALSE,500,221.65,6325100,1.68811E+18,2023-06-30T15:21:26
CARERATING,INE752H01013,04/07/23,NSE,EQ,EQ,buy,FALSE,150,714,4474418,1E+15,2023-07-04T15:13:44
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,153,190.4,61571726,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,1,190.4,61571727,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,2,190.4,61571728,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,98,190.4,61571729,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,100,190.4,61571730,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,25,190.4,61571731,1.3E+15,2023-07-05T10:34:31
RBLBANK,INE976G01028,05/07/23,NSE,EQ,EQ,sell,FALSE,121,190.4,61571732,1.3E+15,2023-07-05T10:34:31
TECHM,INE669C01036,05/07/23,BSE,EQ,A,sell,FALSE,50,1169,2546000,1.68854E+18,2023-07-05T12:23:16
CARERATING,INE752H01013,06/07/23,NSE,EQ,EQ,sell,FALSE,150,733.1,3042588,1E+15,2023-07-06T13:12:14
INTELLECT,INE306R01017,07/07/23,NSE,EQ,EQ,buy,FALSE,34,583.45,21470912,1.1E+15,2023-07-07T10:27:02
INTELLECT,INE306R01017,07/07/23,NSE,EQ,EQ,buy,FALSE,50,583.45,21470908,1.1E+15,2023-07-07T10:27:02
INTELLECT,INE306R01017,07/07/23,NSE,EQ,EQ,buy,FALSE,50,583.45,21470909,1.1E+15,2023-07-07T10:27:02
INTELLECT,INE306R01017,07/07/23,NSE,EQ,EQ,buy,FALSE,50,583.45,21470910,1.1E+15,2023-07-07T10:27:02
INTELLECT,INE306R01017,07/07/23,NSE,EQ,EQ,buy,FALSE,16,583.45,21470911,1.1E+15,2023-07-07T10:27:02
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212082,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212077,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212078,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212079,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212080,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212081,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212083,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,1,744.65,1212084,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,13,744.65,1212085,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,13,744.7,1212086,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,18,744.7,1212087,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212075,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,98,744.65,1212073,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,12,744.65,1212074,1E+15,2023-07-07T10:27:13
AUROPHARMA,INE406A01037,07/07/23,NSE,EQ,EQ,buy,FALSE,5,744.65,1212076,1E+15,2023-07-07T10:27:13
GLENMARK,INE935A01035,10/07/23,NSE,EQ,EQ,buy,FALSE,200,669.5,23426245,1.1E+15,2023-07-10T12:59:36
ZEEL,INE256A01028,11/07/23,BSE,EQ,A,sell,FALSE,200,199.35,597100,1.68905E+18,2023-07-11T09:23:30
ZEEL,INE256A01028,11/07/23,BSE,EQ,A,sell,FALSE,400,199.3,597400,1.68905E+18,2023-07-11T09:23:30
CIPLA,INE059A01026,11/07/23,NSE,EQ,EQ,buy,FALSE,38,1029.8,2874117,1E+15,2023-07-11T12:44:13
CIPLA,INE059A01026,11/07/23,NSE,EQ,EQ,buy,FALSE,1,1029.8,2874118,1E+15,2023-07-11T12:44:13
CIPLA,INE059A01026,11/07/23,NSE,EQ,EQ,buy,FALSE,61,1029.8,2874119,1E+15,2023-07-11T12:44:13
CANFINHOME,INE477A01020,11/07/23,NSE,EQ,EQ,buy,FALSE,13,783,2882189,1E+15,2023-07-11T12:45:06
CANFINHOME,INE477A01020,11/07/23,NSE,EQ,EQ,buy,FALSE,137,783,2882444,1E+15,2023-07-11T12:45:08
DELTACORP,INE124G01033,12/07/23,NSE,EQ,EQ,buy,FALSE,500,222.05,20665327,1.1E+15,2023-07-12T09:36:02
DELTACORP,INE124G01033,12/07/23,NSE,EQ,EQ,buy,FALSE,200,193.4,23038090,1.1E+15,2023-07-12T12:02:41
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,10,1127.65,2539653,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,1,1127.65,2539652,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,1,1127.65,2539655,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,2,1127.65,2539654,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,19,1127.65,2539651,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,55,1127.65,2539659,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,1,1127.65,2539658,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,10,1127.65,2539657,1E+15,2023-07-12T12:04:10
CHOLAFIN,INE121A01024,12/07/23,NSE,EQ,EQ,buy,FALSE,1,1127.65,2539656,1E+15,2023-07-12T12:04:10
INTELLECT,INE306R01017,14/07/23,NSE,EQ,EQ,sell,FALSE,90,622,21803068,1.1E+15,2023-07-14T10:42:47
INTELLECT,INE306R01017,14/07/23,NSE,EQ,EQ,sell,FALSE,100,622,21815474,1.1E+15,2023-07-14T10:43:43
INTELLECT,INE306R01017,14/07/23,NSE,EQ,EQ,sell,FALSE,10,622,21815868,1.1E+15,2023-07-14T10:43:46
GLENMARK,INE935A01035,14/07/23,NSE,EQ,EQ,sell,FALSE,118,702.45,22876913,1.1E+15,2023-07-14T12:10:45
GLENMARK,INE935A01035,14/07/23,NSE,EQ,EQ,sell,FALSE,48,702.2,22876914,1.1E+15,2023-07-14T12:10:45
GLENMARK,INE935A01035,14/07/23,NSE,EQ,EQ,sell,FALSE,10,702.15,22876915,1.1E+15,2023-07-14T12:10:45
GLENMARK,INE935A01035,14/07/23,NSE,EQ,EQ,sell,FALSE,24,702.1,22876916,1.1E+15,2023-07-14T12:10:45
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,53,717.9,20826516,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,2,717.7,20826511,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,1,717.7,20826512,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,12,717.85,20826513,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,31,717.85,20826514,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,1,717.9,20826515,1.1E+15,2023-07-19T09:38:55
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,14,715.25,22158312,1.1E+15,2023-07-19T11:02:01
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,1,715.2,22158310,1.1E+15,2023-07-19T11:02:01
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,1,715.25,22158311,1.1E+15,2023-07-19T11:02:01
GLENMARK,INE935A01035,19/07/23,NSE,EQ,EQ,buy,FALSE,84,715.3,22158313,1.1E+15,2023-07-19T11:02:01
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,2,639,22233633,1.1E+15,2023-07-19T11:08:29
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,98,639,22233632,1.1E+15,2023-07-19T11:08:29
AUROPHARMA,INE406A01037,19/07/23,NSE,EQ,EQ,buy,FALSE,100,751.1,2409121,1E+15,2023-07-19T12:57:14
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,8,638.55,25008179,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,9,638.6,25008180,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,40,638.6,25008181,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,9,638.65,25008182,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,1,638.65,25008183,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,5,638.7,25008184,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,7,638.7,25008185,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,7,638.7,25008186,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,5,638.5,25008177,1.1E+15,2023-07-19T14:53:51
INTELLECT,INE306R01017,19/07/23,NSE,EQ,EQ,buy,FALSE,9,638.5,25008178,1.1E+15,2023-07-19T14:53:51
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,32,891.8,89930300,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,12,892,89929600,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,39,891.7,89930600,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,12,892.05,89929400,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,54,891.85,89930000,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,24/07/23,BSE,EQ,A,sell,FALSE,1,891.9,89929800,1.69018E+18,2023-07-24T12:00:59
CANFINHOME,INE477A01020,25/07/23,NSE,EQ,EQ,buy,FALSE,150,838.3,2945913,1E+15,2023-07-25T12:46:40
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,1,785,21461724,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,12,785,21461725,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,8,785.05,21461723,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,50,785.05,21461722,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,50,785.05,21461721,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,2,785.05,21461720,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,72,785,21461727,1.1E+15,2023-07-26T10:27:42
GLENMARK,INE935A01035,26/07/23,NSE,EQ,EQ,sell,FALSE,5,785,21461726,1.1E+15,2023-07-26T10:27:42
AUROPHARMA,INE406A01037,26/07/23,NSE,EQ,EQ,sell,FALSE,1,787.95,2215851,1E+15,2023-07-26T11:21:53
AUROPHARMA,INE406A01037,26/07/23,NSE,EQ,EQ,sell,FALSE,251,787.95,2215854,1E+15,2023-07-26T11:21:53
AUROPHARMA,INE406A01037,26/07/23,NSE,EQ,EQ,sell,FALSE,18,787.95,2215853,1E+15,2023-07-26T11:21:53
AUROPHARMA,INE406A01037,26/07/23,NSE,EQ,EQ,sell,FALSE,30,787.95,2215852,1E+15,2023-07-26T11:21:53
COROMANDEL,INE169A01031,26/07/23,BSE,EQ,A,sell,FALSE,2,997.75,3161500,1.69034E+18,2023-07-26T13:00:56
COROMANDEL,INE169A01031,26/07/23,BSE,EQ,A,sell,FALSE,2,997.8,3161300,1.69034E+18,2023-07-26T13:00:56
COROMANDEL,INE169A01031,26/07/23,BSE,EQ,A,sell,FALSE,146,997.4,3161800,1.69034E+18,2023-07-26T13:00:56
CENTRALBK,INE483A01010,26/07/23,NSE,EQ,EQ,sell,FALSE,1000,30.5,3330885,1E+15,2023-07-26T13:03:11
MOTHERSON,INE775A01035,26/07/23,BSE,EQ,A,sell,FALSE,500,99.38,4090000,1.69035E+18,2023-07-26T13:06:12
INTELLECT,INE306R01017,28/07/23,NSE,EQ,EQ,sell,FALSE,200,692.6,25700198,1.1E+15,2023-07-28T15:07:46
CIPLA,INE059A01026,28/07/23,BSE,EQ,A,sell,FALSE,18,1178.75,6645900,1.69053E+18,2023-07-28T15:08:20
CIPLA,INE059A01026,28/07/23,BSE,EQ,A,sell,FALSE,16,1178.7,6646100,1.69053E+18,2023-07-28T15:08:20
CIPLA,INE059A01026,28/07/23,BSE,EQ,A,sell,FALSE,66,1178.65,6646200,1.69053E+18,2023-07-28T15:08:20
ESCORTS,INE042A01014,02/08/23,NSE,EQ,EQ,buy,FALSE,47,2610.8,24262773,1.1E+15,2023-08-02T12:29:45
ESCORTS,INE042A01014,02/08/23,NSE,EQ,EQ,buy,FALSE,3,2610.8,24262986,1.1E+15,2023-08-02T12:29:46
AUROPHARMA,INE406A01037,08/08/23,NSE,EQ,EQ,buy,FALSE,82,861.75,3587565,1E+15,2023-08-08T13:17:04
AUROPHARMA,INE406A01037,08/08/23,NSE,EQ,EQ,buy,FALSE,1,861.75,3587567,1E+15,2023-08-08T13:17:04
AUROPHARMA,INE406A01037,08/08/23,NSE,EQ,EQ,buy,FALSE,17,861.7,3587514,1E+15,2023-08-08T13:17:04
SBICARD,INE018E01016,08/08/23,NSE,EQ,EQ,buy,FALSE,100,881.4,65702781,1.3E+15,2023-08-08T14:08:09
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,50,232.45,61606730,1.3E+15,2023-08-09T10:11:12
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,100,232.45,61606731,1.3E+15,2023-08-09T10:11:12
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,16,232.5,61606732,1.3E+15,2023-08-09T10:11:12
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,4,232.5,61606733,1.3E+15,2023-08-09T10:11:12
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,130,232.5,61606734,1.3E+15,2023-08-09T10:11:12
ZEEL,INE256A01028,09/08/23,NSE,EQ,EQ,buy,FALSE,200,233,61615032,1.3E+15,2023-08-09T10:11:42
VGUARD,INE951I01027,09/08/23,NSE,EQ,EQ,buy,FALSE,142,309.3,66824554,1.3E+15,2023-08-09T15:20:45
VGUARD,INE951I01027,09/08/23,NSE,EQ,EQ,buy,FALSE,58,309.3,66824555,1.3E+15,2023-08-09T15:20:45
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,buy,FALSE,500,120.05,61335454,1.3E+15,2023-08-11T09:48:55
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,14,120.4,64994465,1.3E+15,2023-08-11T13:36:26
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,1,120.4,64994882,1.3E+15,2023-08-11T13:36:28
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,170,120.4,64995246,1.3E+15,2023-08-11T13:36:30
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,2,120.4,64995350,1.3E+15,2023-08-11T13:36:30
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,2,120.4,64995313,1.3E+15,2023-08-11T13:36:30
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,3,120.4,64995213,1.3E+15,2023-08-11T13:36:30
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,9,120.4,64995303,1.3E+15,2023-08-11T13:36:30
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,3,120.4,64995599,1.3E+15,2023-08-11T13:36:31
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,31,120.4,64995488,1.3E+15,2023-08-11T13:36:31
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,1,120.4,64995986,1.3E+15,2023-08-11T13:36:34
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,12,120.4,64996287,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,3,120.4,64996120,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,29,120.4,64996121,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,5,120.4,64996279,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,1,120.4,64996104,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,9,120.4,64996107,1.3E+15,2023-08-11T13:36:35
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,11,120.4,64996440,1.3E+15,2023-08-11T13:36:36
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,1,120.4,64996368,1.3E+15,2023-08-11T13:36:36
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,2,120.4,64996465,1.3E+15,2023-08-11T13:36:37
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,26,120.4,64996767,1.3E+15,2023-08-11T13:36:39
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,37,120.4,64996721,1.3E+15,2023-08-11T13:36:39
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,1,120.4,64997543,1.3E+15,2023-08-11T13:36:42
TATASTEEL,INE081A01020,11/08/23,NSE,EQ,EQ,sell,FALSE,127,120.4,64997814,1.3E+15,2023-08-11T13:36:43
CARERATING,INE752H01013,11/08/23,NSE,EQ,EQ,buy,FALSE,150,769.45,4952594,1E+15,2023-08-11T14:55:43
CROMPTON,INE299U01018,11/08/23,NSE,EQ,EQ,buy,FALSE,200,298,5007838,1E+15,2023-08-11T14:59:40
ESCORTS,INE042A01014,17/08/23,BSE,EQ,A,sell,FALSE,19,2753.35,1245600,1.69224E+18,2023-08-17T10:45:15
ESCORTS,INE042A01014,17/08/23,BSE,EQ,A,sell,FALSE,8,2753.9,1245000,1.69224E+18,2023-08-17T10:45:15
ESCORTS,INE042A01014,17/08/23,BSE,EQ,A,sell,FALSE,14,2753.3,1245800,1.69224E+18,2023-08-17T10:45:15
ESCORTS,INE042A01014,17/08/23,BSE,EQ,A,sell,FALSE,9,2753.45,1245300,1.69224E+18,2023-08-17T10:45:15
CARERATING,INE752H01013,21/08/23,NSE,EQ,EQ,sell,FALSE,50,808.5,1964081,1E+15,2023-08-21T10:41:20
CARERATING,INE752H01013,21/08/23,NSE,EQ,EQ,sell,FALSE,50,809,1979210,1E+15,2023-08-21T10:42:40
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,2,793.2,2795796,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,4,793.3,2795797,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,1,793.3,2795798,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,4,793.3,2795799,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,2,793.35,2795800,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,4,793.35,2795801,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,1,793.35,2795802,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,2,793.35,2795803,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,1,793.35,2795804,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,10,793.35,2795805,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,8,793.4,2795806,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,9,792.9,2795791,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,11,792.95,2795792,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,14,793.05,2795793,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,24,793.1,2795794,1E+15,2023-08-22T12:30:35
CARERATING,INE752H01013,22/08/23,NSE,EQ,EQ,buy,FALSE,3,793.15,2795795,1E+15,2023-08-22T12:30:35
MARICO,INE196A01026,22/08/23,NSE,EQ,EQ,buy,FALSE,200,559,45066986,1.2E+15,2023-08-22T15:11:18
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859633,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,6,687,25859649,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,30,687,25859648,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,687,25859647,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,1,686.95,25859646,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,1,686.8,25859645,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,17,686.8,25859644,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859643,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859642,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859641,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859640,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859639,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859638,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859637,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859636,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859635,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859634,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859632,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.8,25859631,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,18,686.8,25859630,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,1,686.8,25859629,1.1E+15,2023-08-22T15:16:30
INTELLECT,INE306R01017,22/08/23,NSE,EQ,EQ,buy,FALSE,2,686.75,25859628,1.1E+15,2023-08-22T15:16:30
JUBLFOOD,INE797F01020,22/08/23,NSE,EQ,EQ,buy,FALSE,1,490.8,45518273,1.2E+15,2023-08-22T15:28:50
JUBLFOOD,INE797F01020,22/08/23,NSE,EQ,EQ,buy,FALSE,6,490.8,45519928,1.2E+15,2023-08-22T15:28:56
JUBLFOOD,INE797F01020,22/08/23,NSE,EQ,EQ,buy,FALSE,39,490.8,45521312,1.2E+15,2023-08-22T15:29:00
